date,location_key,new_deceased
2020-04-09,CF,0
2020-05-01,CF,0
2020-02-02,CG,0
2020-01-03,CK,0
2020-01-13,CM,0
2020-01-08,CN,0
2020-02-25,CO,0
2020-01-08,CW,0
2020-02-05,CW,0
2020-03-02,DE,0
2020-01-09,DJ,0
2020-01-18,DM,0
2020-04-11,DM,0
2020-06-10,DM,0
2020-07-18,DM,0
2020-10-21,DM,0
2020-12-29,DM,0
2021-02-09,DM,0
2021-07-04,DM,0
2020-01-09,DO,0
2020-02-11,DZ,0
2020-03-04,EG,0
2020-01-14,ER,0
2020-04-19,ER,0
2020-07-16,ER,0
2020-11-24,ER,0
2020-02-13,ET,0
2020-02-26,ET,0
2020-02-04,FI,0
2020-03-01,FJ,0
2020-05-18,FJ,0
2020-09-27,FK,0
2021-05-23,FK,0
2021-09-28,FK,0
2021-10-13,FK,0
2021-11-04,FK,0
2022-01-31,FK,0
2022-02-14,FK,0
2022-02-25,FK,0
2022-03-05,FK,0
2020-04-09,FM,0
2020-08-05,FM,0
2021-02-27,FM,0
2021-07-01,FM,0
2021-08-30,FM,0
2021-10-10,FM,0
2022-01-03,FM,0
2020-04-24,FO,0
2020-06-05,FO,0
2020-06-13,FO,0
2020-01-02,AD,0
2020-01-26,AF,0
2020-02-16,AF,0
2020-03-08,AG,0
2021-01-25,AI,0
2021-03-03,AI,0
2020-02-22,AR,0
2020-03-14,AS,0
2020-07-11,AS,0
2020-10-12,AS,0
2020-10-18,AS,0
2020-11-23,AS,0
2021-04-20,AS,0
2021-11-13,AS,0
2020-01-22,AT,0
2020-02-13,GD,0
2020-05-16,GD,0
2020-10-16,GD,0
2020-11-24,GD,0
2020-02-29,GF,0
2020-01-20,GG,0
2020-05-12,GI,0
2020-06-07,GI,0
2020-08-27,GI,0
2020-02-26,GL,0
2020-07-30,GL,0
2020-08-30,GL,0
2020-12-25,GL,0
2020-12-29,GL,0
2021-02-17,GL,0
2021-03-22,GL,0
2021-05-25,GL,0
2021-07-14,GL,0
2021-11-20,GL,0
2020-02-18,GM,0
2020-01-26,GT,0
2020-01-20,GY,0
2020-02-26,HN,0
2020-02-27,HR,0
2020-02-14,HT,0
2020-01-19,HU,0
2020-02-02,HU,0
2020-02-05,ID,0
2020-03-01,ID,0
2020-02-05,IE,0
2020-01-29,AW,0
2020-03-02,AZ,0
2020-03-05,AZ,0
2020-03-12,AZ,0
2020-02-29,BA,0
2020-02-03,BD,0
2020-02-28,BF,0
2020-02-29,BF,0
2020-01-04,BH,0
2020-04-10,BI,0
2020-03-17,IM,0
2020-03-22,IM,0
2020-01-04,IN,0
2020-01-25,IN,0
2020-02-06,IN,0
2020-02-17,IR,0
2020-01-09,IS,0
2020-01-16,IS,0
2020-02-18,IS,0
2020-01-25,JE,0
2020-01-01,JP,0
2020-02-17,KE,0
2020-03-30,KH,0
2020-05-25,KH,0
2020-11-06,KH,0
2021-02-20,KH,0
2020-01-27,KI,0
2020-01-28,KI,0
2020-04-09,KI,0
2020-07-06,KI,0
2020-07-14,KI,0
2020-10-15,KI,0
2020-11-04,KI,0
2020-11-14,KI,0
2020-12-08,KI,0
2021-04-21,KI,0
2021-06-09,KI,0
2021-07-11,KI,0
2021-09-13,KI,0
2020-01-23,KM,0
2020-02-17,KN,0
2020-03-02,KN,0
2020-03-15,KN,0
2020-11-07,KN,0
2020-11-29,KN,0
2021-05-08,KN,0
2020-01-08,KP,0
2020-07-10,KP,0
2020-08-22,KP,0
2020-10-01,KP,0
2020-11-27,KP,0
2021-03-10,KP,0
2021-03-13,KP,0
2021-05-07,KP,0
2021-07-03,KP,0
2021-12-12,KP,0
2021-12-25,KP,0
2020-01-07,KR,0
2020-02-06,KR,0
2020-08-04,LA,0
2020-08-11,LA,0
2020-10-29,LA,0
2021-01-25,LA,0
2020-01-03,LB,0
2020-02-12,LB,0
2020-03-01,LB,0
2020-01-10,LC,0
2020-08-11,LC,0
2020-10-15,LC,0
2020-01-08,LK,0
2020-01-04,LR,0
2020-01-18,LR,0
2020-02-18,LR,0
2020-03-05,LR,0
2020-03-21,LR,0
2020-01-06,LS,0
2020-04-05,LS,0
2020-04-30,LS,0
2020-07-03,LS,0
2020-02-22,LV,0
2020-01-29,MC,0
2020-01-29,MD,0
2020-01-22,ME,0
2020-02-20,ME,0
2020-03-17,ME,0
2020-02-26,MG,0
2020-10-14,MH,0
2021-03-19,MH,0
2021-04-15,MH,0
2021-07-02,MH,0
2021-08-02,MH,0
2021-11-30,MH,0
2021-12-15,MH,0
2021-12-25,MH,0
2020-02-18,MK,0
2020-01-23,MN,0
2020-06-09,MN,0
2020-10-29,MN,0
2021-07-26,MO,0
2020-03-22,MR,0
2020-02-17,MS,0
2020-04-03,MS,0
2020-01-17,MU,0
2020-01-23,MU,0
2020-03-02,MV,0
2020-03-30,MV,0
2020-03-10,MZ,0
2020-04-08,NA,0
2020-01-09,NC,0
2020-04-11,NC,0
2020-04-16,NC,0
2020-11-09,NC,0
2021-04-03,NC,0
2021-05-31,NC,0
2020-02-20,NE,0
2020-02-05,NG,0
2020-02-10,NL,0
2020-02-12,NO,0
2020-03-07,NR,0
2020-07-18,NR,0
2020-09-16,NR,0
2020-10-01,NR,0
2020-10-30,NR,0
2020-12-03,NR,0
2021-04-28,NR,0
2021-10-11,NR,0
2020-01-25,NU,0
2020-03-22,NU,0
2021-02-22,NU,0
2022-03-05,NU,0
2020-02-20,OM,0
2020-01-31,PE,0
2020-02-12,PE,0
2020-01-27,PF,0
2020-04-27,PF,0
2020-05-09,PF,0
2020-07-23,PF,0
2020-08-02,PF,0
2020-03-05,PG,0
2020-07-12,PG,0
2020-01-09,PL,0
2020-01-22,PL,0
2020-01-23,PL,0
2020-01-06,PN,0
2020-01-19,PN,0
2020-02-06,PN,0
2020-08-01,PN,0
2021-06-13,PN,0
2021-11-04,PN,0
2020-01-27,PS,0
2020-01-13,PW,0
2021-01-27,PW,0
2021-01-28,PW,0
2021-03-10,PW,0
2021-04-29,PW,0
2021-09-16,PW,0
2021-10-30,PW,0
2021-12-23,PW,0
2022-01-22,PW,0
2022-02-06,PW,0
2020-01-26,PY,0
2020-02-22,PY,0
2020-01-06,RE,0
2020-04-12,RE,0
2020-04-26,RE,0
2020-02-24,RU,0
2020-01-04,RW,0
2020-01-26,RW,0
2020-02-01,SB,0
2020-06-11,SB,0
2020-09-13,SB,0
2020-09-20,SB,0
2020-11-19,SB,0
2020-12-12,SB,0
2020-12-30,SB,0
2021-11-27,SB,0
2021-12-23,SB,0
2020-02-05,SC,0
2020-04-17,SC,0
2020-09-01,SC,0
2020-01-23,SG,0
2020-03-11,SH,0
2020-03-27,SH,0
2020-05-08,SH,0
2020-06-04,SH,0
2020-07-12,SH,0
2021-01-26,SH,0
2021-06-22,SH,0
2022-01-10,SH,0
2022-03-02,SH,0
2022-03-18,SH,0
2020-03-08,SL,0
2020-03-02,SS,0
2020-02-26,SV,0
2020-02-08,SY,0
2020-03-18,SZ,0
2020-02-01,TC,0
2020-03-12,TD,0
2020-04-08,TD,0
2020-04-01,TK,0
2020-10-12,TK,0
2020-12-31,TK,0
2021-04-23,TK,0
2021-11-14,TK,0
2021-11-29,TK,0
2020-07-21,TL,0
2020-09-23,TL,0
2020-09-27,TL,0
2020-03-09,TM,0
2020-06-10,TM,0
2020-08-14,TM,0
2020-10-08,TM,0
2021-05-28,TM,0
2021-07-27,TM,0
2021-10-08,TM,0
2021-12-01,TM,0
2022-03-09,TM,0
2020-03-06,TN,0
2020-01-17,TO,0
2020-04-23,TO,0
2020-05-03,TO,0
2021-02-11,TO,0
2021-02-21,TO,0
2021-03-23,TO,0
2021-05-16,TO,0
2021-08-01,TO,0
2021-08-05,TO,0
2021-09-01,TO,0
2020-01-07,TR,0
2020-01-19,TR,0
2020-02-15,TR,0
2020-01-25,TT,0
2021-01-31,TV,0
2021-08-04,TV,0
2022-03-06,TV,0
2020-01-28,TZ,0
2020-01-25,US,0
2020-01-15,UY,0
2020-03-03,UY,0
2020-07-12,VA,0
2020-11-19,VA,0
2021-02-03,VA,0
2021-02-23,VA,0
2022-01-23,VA,0
2020-01-15,VC,0
2020-04-09,VC,0
2020-05-29,VC,0
2020-06-09,VC,0
2020-06-28,VC,0
2020-11-08,VC,0
2020-01-17,VE,0
2020-04-06,VN,0
2020-07-26,VN,0
2020-04-29,VU,0
2020-10-02,VU,0
2021-03-19,VU,0
2021-05-13,VU,0
2021-08-25,VU,0
2020-01-11,WF,0
2020-01-30,WF,0
2020-05-12,WF,0
2020-06-13,WF,0
2020-08-15,WF,0
2021-02-28,WF,0
2020-03-03,WS,0
2020-03-06,WS,0
2020-07-09,WS,0
2020-08-06,WS,0
2020-09-09,WS,0
2021-05-21,WS,0
2021-07-29,WS,0
2021-10-12,WS,0
2022-02-07,WS,0
2022-03-31,WS,0
2020-02-20,YE,0
2020-01-21,ZA,0
2020-01-02,ZW,0
2020-01-14,ZW,0
2020-01-17,ZW,0
2020-02-25,ZW,0
2020-01-29,BW,0
2020-03-09,BW,0
2020-03-22,BW,0
2020-01-15,BZ,0
2020-01-08,CA,0
2020-02-12,CD,0
2020-02-17,CF,0
2020-02-28,CF,0
2020-05-02,CF,0
2020-01-05,CH,0
2020-01-22,CH,0
2020-01-30,CH,0
2020-01-28,CI,0
2020-03-05,CK,0
2020-05-10,CK,0
2020-07-03,CK,0
2020-11-05,CK,0
2021-06-24,CK,0
2021-07-08,CK,0
2021-07-16,CK,0
2021-09-25,CK,0
2021-10-29,CK,0
2022-01-24,CK,0
2022-02-13,CK,0
2020-03-18,CL,0
2020-02-08,CO,0
2020-03-06,CO,0
2020-01-19,CV,0
2020-01-20,CW,0
2020-02-04,CW,0
2020-03-01,CW,0
2020-01-21,DJ,0
2020-02-04,DM,0
2021-04-25,DM,0
2021-07-22,DM,0
2021-07-28,DM,0
2020-02-01,DO,0
2020-01-15,DZ,0
2020-02-09,DZ,0
2020-01-22,EC,0
2020-06-14,ER,0
2020-09-02,ER,0
2020-02-26,FJ,0
2020-02-27,FJ,0
2020-02-03,FK,0
2020-02-13,FK,0
2020-04-20,FK,0
2021-02-11,FK,0
2021-06-13,FK,0
2021-12-16,FK,0
2022-03-02,FK,0
2020-03-10,FM,0
2020-04-25,FM,0
2020-05-15,FM,0
2020-12-01,FM,0
2021-04-05,FM,0
2021-05-31,FM,0
2021-06-09,FM,0
2021-06-26,FM,0
2021-08-14,FM,0
2021-08-18,FM,0
2021-11-26,FM,0
2021-12-06,FM,0
2022-02-19,FM,0
2020-02-15,FO,0
2020-02-17,FO,0
2020-03-27,FO,0
2020-06-20,FO,0
2020-08-24,FO,0
2020-01-07,FR,0
2020-01-08,GB,0
2020-02-07,GB,0
2020-01-15,AF,0
2020-01-31,AG,0
2020-03-09,AG,0
2020-06-13,AI,0
2020-09-24,AI,0
2020-09-27,AI,0
2021-03-23,AI,0
2021-03-31,AI,0
2021-05-24,AI,0
2021-09-09,AI,0
2020-06-29,AS,0
2020-07-07,AS,0
2021-03-10,AS,0
2021-03-16,AS,0
2021-04-08,AS,0
2021-06-02,AS,0
2021-11-27,AS,0
2022-03-18,AS,0
2020-01-06,AT,0
2020-06-13,GD,0
2020-11-23,GD,0
2020-03-14,GE,0
2020-03-17,GE,0
2020-01-12,GF,0
2020-02-26,GF,0
2020-03-02,GF,0
2020-02-12,GG,0
2020-03-22,GG,0
2020-03-19,GH,0
2020-10-18,GI,0
2020-01-15,GL,0
2020-04-13,GL,0
2020-05-17,GL,0
2021-02-20,GL,0
2021-06-10,GL,0
2021-06-19,GL,0
2020-01-23,GN,0
2020-01-24,GN,0
2020-01-25,GN,0
2020-03-19,GQ,0
2020-03-24,GQ,0
2020-02-03,GT,0
2020-01-23,GU,0
2020-04-06,GW,0
2020-03-02,GY,0
2020-01-26,HK,0
2020-03-17,HN,0
2020-01-25,IE,0
2020-02-18,IL,0
2020-01-01,AW,0
2020-01-16,BA,0
2020-01-27,BA,0
2020-02-09,BA,0
2020-01-14,BB,0
2020-02-12,BB,0
2020-02-14,BB,0
2020-01-15,BE,0
2020-02-05,BF,0
2020-02-23,BJ,0
2020-03-25,IM,0
2020-03-07,IN,0
2020-01-05,IS,0
2020-01-20,IT,0
2020-01-22,IT,0
2020-01-09,JE,0
2020-01-05,JM,0
2020-03-12,JM,0
2020-02-25,JO,0
2020-03-11,JO,0
2020-01-19,KE,0
2020-01-10,KG,0
2020-01-14,KG,0
2020-04-16,KH,0
2020-06-02,KH,0
2020-07-16,KH,0
2020-07-29,KH,0
2020-11-10,KH,0
2020-03-17,KI,0
2020-05-01,KI,0
2020-05-11,KI,0
2020-08-07,KI,0
2020-11-08,KI,0
2021-02-14,KI,0
2021-05-14,KI,0
2021-08-21,KI,0
2021-10-08,KI,0
2021-11-04,KI,0
2022-01-05,KI,0
2020-01-03,KM,0
2020-01-06,KM,0
2020-01-03,KN,0
2020-02-09,KN,0
2020-06-06,KN,0
2020-09-07,KN,0
2020-03-04,KP,0
2020-04-20,KP,0
2020-06-10,KP,0
2020-07-22,KP,0
2020-07-30,KP,0
2020-09-12,KP,0
2021-03-04,KP,0
2021-06-10,KP,0
2022-03-03,KP,0
2020-02-22,KW,0
2020-03-22,KW,0
2020-02-06,KZ,0
2020-02-06,LA,0
2020-05-06,LA,0
2020-05-16,LA,0
2020-09-10,LA,0
2020-02-25,LB,0
2020-02-22,LI,0
2020-02-19,LR,0
2020-02-21,LR,0
2020-03-04,LR,0
2020-03-18,LS,0
2020-03-26,LS,0
2020-01-05,LT,0
2020-02-16,LV,0
2020-02-11,LY,0
2020-04-02,MC,0
2020-02-16,MH,0
2020-02-21,MH,0
2020-03-14,MH,0
2020-12-28,MH,0
2021-02-05,MH,0
2021-04-19,MH,0
2021-05-25,MH,0
2021-06-23,MH,0
2021-12-14,MH,0
2022-01-28,MH,0
2020-01-09,MK,0
2020-01-30,MK,0
2020-03-24,MO,0
2020-03-05,MP,0
2020-03-08,MR,0
2020-03-07,MT,0
2020-02-14,MV,0
2020-03-11,MW,0
2020-02-03,MZ,0
2020-03-25,MZ,0
2020-04-03,NA,0
2020-01-16,NC,0
2020-01-23,NC,0
2020-05-07,NC,0
2020-05-24,NC,0
2020-06-08,NC,0
2021-01-03,NC,0
2021-02-15,NC,0
2021-02-22,NC,0
2021-04-07,NC,0
2021-05-13,NC,0
2020-01-31,NE,0
2020-03-09,NE,0
2020-01-07,NG,0
2020-01-23,NG,0
2020-03-19,NG,0
2020-01-01,NI,0
2020-01-18,NL,0
2020-01-23,NO,0
2020-02-08,NP,0
2020-07-28,NR,0
2020-08-02,NR,0
2021-09-19,NR,0
2022-01-07,NR,0
2020-04-19,NU,0
2020-06-21,NU,0
2020-07-24,NU,0
2020-11-10,NU,0
2021-03-19,NU,0
2021-04-19,NU,0
2021-05-05,NU,0
2021-10-29,NU,0
2022-01-02,NU,0
2022-02-06,NU,0
2022-02-18,NU,0
2020-01-18,NZ,0
2020-01-14,PA,0
2020-02-02,PE,0
2020-01-30,PF,0
2020-05-14,PF,0
2020-06-23,PF,0
2020-04-05,PG,0
2020-04-26,PG,0
2020-05-06,PG,0
2020-05-24,PG,0
2020-05-25,PG,0
2020-06-15,PG,0
2020-01-28,PK,0
2020-01-11,PL,0
2020-02-19,PN,0
2020-03-05,PN,0
2020-03-22,PN,0
2020-03-26,PN,0
2020-07-05,PN,0
2020-09-07,PN,0
2020-09-11,PN,0
2020-11-01,PN,0
2020-12-01,PN,0
2020-12-04,PN,0
2021-03-13,PN,0
2021-05-29,PN,0
2021-11-17,PN,0
2022-01-16,PN,0
2020-01-11,PR,0
2020-03-05,PS,0
2020-02-01,PW,0
2020-08-08,PW,0
2020-12-10,PW,0
2021-02-08,PW,0
2021-04-26,PW,0
2021-11-21,PW,0
2021-12-30,PW,0
2020-02-24,PY,0
2020-01-20,RE,0
2020-02-23,RE,0
2020-01-16,RU,0
2020-03-12,SB,0
2020-03-15,SB,0
2020-08-21,SB,0
2021-10-06,SB,0
2021-11-07,SB,0
2021-11-14,SB,0
2020-04-25,SC,0
2020-05-26,SC,0
2020-06-11,SC,0
2020-06-18,SC,0
2020-10-19,SC,0
2020-01-22,SD,0
2020-01-28,SH,0
2020-05-28,SH,0
2020-09-17,SH,0
2020-11-14,SH,0
2021-08-15,SH,0
2021-11-21,SH,0
2021-12-22,SH,0
2021-12-26,SH,0
2020-01-23,SK,0
2020-02-07,SL,0
2020-01-18,SM,0
2020-01-24,SM,0
2020-01-15,SO,0
2020-02-01,SO,0
2020-02-04,SR,0
2020-03-17,SR,0
2020-04-04,SR,0
2020-04-24,ST,0
2020-01-06,SV,0
2020-01-09,SX,0
2020-01-29,SZ,0
2020-03-22,SZ,0
2020-01-08,TC,0
2020-04-03,TD,0
2020-01-16,TK,0
2020-02-15,TK,0
2020-06-01,TK,0
2020-09-11,TK,0
2020-09-16,TK,0
2021-05-03,TK,0
2021-06-14,TK,0
2021-09-06,TK,0
2021-11-04,TK,0
2021-11-22,TK,0
2021-12-05,TK,0
2020-03-17,TL,0
2020-07-12,TL,0
2020-10-20,TL,0
2021-01-11,TL,0
2021-03-29,TL,0
2020-01-21,TM,0
2020-04-20,TM,0
2020-06-19,TM,0
2020-06-28,TM,0
2021-06-08,TM,0
2022-01-21,TM,0
2020-01-25,TN,0
2020-01-28,TN,0
2020-03-14,TN,0
2020-01-18,TO,0
2020-03-29,TO,0
2020-05-01,TO,0
2021-08-15,TO,0
2021-08-23,TO,0
2021-10-16,TO,0
2021-12-12,TO,0
2020-03-12,TR,0
2020-01-29,TV,0
2020-02-21,TV,0
2020-04-17,TV,0
2020-05-19,TV,0
2020-10-12,TV,0
2020-10-21,TV,0
2020-12-02,TV,0
2020-12-05,TV,0
2020-12-31,TV,0
2021-02-12,TV,0
2021-05-24,TV,0
2021-06-27,TV,0
2022-01-14,TV,0
2020-01-12,TZ,0
2020-02-22,US,0
2020-01-13,UY,0
2020-02-05,UY,0
2020-03-17,UZ,0
2020-03-25,UZ,0
2020-01-08,VA,0
2020-03-28,VA,0
2020-07-27,VA,0
2020-09-13,VA,0
2021-09-08,VA,0
2021-12-22,VA,0
2020-03-21,VC,0
2020-05-20,VC,0
2020-06-15,VC,0
2020-09-11,VC,0
2020-11-30,VC,0
2020-01-23,VG,0
2020-01-10,VI,0
2020-02-23,VI,0
2020-05-01,VN,0
2020-05-22,VN,0
2020-10-19,VU,0
2020-11-02,VU,0
2020-11-17,VU,0
2020-11-28,VU,0
2020-12-23,VU,0
2021-01-07,VU,0
2021-01-16,VU,0
2021-01-23,VU,0
2021-01-30,VU,0
2021-05-09,VU,0
2021-07-17,VU,0
2021-12-18,VU,0
2022-01-19,VU,0
2020-04-08,WF,0
2020-08-12,WF,0
2020-10-16,WF,0
2020-03-23,WS,0
2020-09-26,WS,0
2020-12-28,WS,0
2021-04-22,WS,0
2021-05-20,WS,0
2021-07-12,WS,0
2020-04-06,YE,0
2020-02-09,YT,0
2020-02-11,BS,0
2020-01-21,BT,0
2020-01-15,BW,0
2020-03-12,BW,0
2020-03-21,BZ,0
2020-01-04,CD,0
2020-02-17,CD,0
2020-01-30,CF,0
2020-01-24,CG,0
2020-02-07,CH,0
2020-02-19,CH,0
2020-01-05,CI,0
2020-02-25,CI,0
2020-03-30,CI,0
2020-01-23,CK,0
2020-03-17,CK,0
2020-08-26,CK,0
2021-03-14,CK,0
2021-04-12,CK,0
2021-09-08,CK,0
2021-11-20,CK,0
2022-01-28,CK,0
2022-03-06,CK,0
2022-03-16,CK,0
2020-01-22,CR,0
2020-01-13,CU,0
2020-02-16,CU,0
2020-01-03,CV,0
2020-01-16,CW,0
2020-02-06,CW,0
2020-02-28,CW,0
2020-08-31,DM,0
2020-11-21,DM,0
2020-12-19,DM,0
2021-04-19,DM,0
2020-01-11,EC,0
2020-01-03,EG,0
2020-02-23,EG,0
2020-01-07,ER,0
2020-03-15,ER,0
2020-04-21,ER,0
2020-06-20,ER,0
2020-12-07,ER,0
2020-02-23,ET,0
2020-02-21,FJ,0
2020-03-02,FK,0
2020-07-09,FK,0
2020-08-20,FK,0
2020-10-21,FK,0
2020-10-26,FK,0
2020-11-03,FK,0
2020-12-21,FK,0
2020-12-25,FK,0
2021-04-12,FK,0
2021-09-03,FK,0
2021-10-11,FK,0
2020-04-30,FM,0
2020-07-10,FM,0
2020-07-25,FM,0
2021-07-11,FM,0
2021-09-17,FM,0
2022-02-26,FM,0
2020-05-30,FO,0
2020-06-06,FO,0
2020-07-02,FO,0
2020-09-04,FO,0
2020-12-17,FO,0
2020-02-07,GA,0
2020-01-19,AE,0
2020-03-18,AF,0
2020-01-13,AG,0
2020-01-30,AG,0
2020-02-15,AG,0
2020-03-10,AG,0
2020-03-27,AI,0
2020-06-04,AI,0
2020-08-11,AI,0
2020-08-22,AI,0
2020-11-08,AI,0
2021-01-19,AI,0
2021-05-01,AI,0
2021-08-11,AI,0
2021-08-14,AI,0
2021-09-15,AI,0
2020-02-22,AM,0
2020-01-05,AO,0
2020-02-26,AO,0
2020-03-21,AO,0
2020-02-27,AS,0
2020-05-17,AS,0
2020-07-24,AS,0
2021-02-06,AS,0
2021-09-10,AS,0
2021-09-26,AS,0
2021-10-07,AS,0
2020-05-24,GD,0
2020-08-14,GD,0
2020-03-26,GE,0
2020-01-08,GF,0
2020-01-22,GG,0
2020-03-19,GG,0
2020-01-25,GH,0
2021-02-04,GL,0
2021-04-02,GL,0
2021-06-08,GL,0
2020-01-20,GM,0
2020-02-18,GN,0
2020-01-04,GR,0
2020-01-29,GR,0
2020-01-31,GR,0
2020-02-10,GR,0
2020-01-24,GU,0
2020-03-19,HN,0
2020-02-03,HR,0
2020-01-24,ID,0
2020-02-29,IE,0
2020-01-22,IL,0
2020-02-19,AU,0
2020-03-10,AW,0
2020-03-24,AW,0
2020-03-11,AZ,0
2020-03-10,BD,0
2020-01-06,BE,0
2020-02-22,BJ,0
2020-01-06,BM,0
2020-02-13,BO,0
2020-03-07,BO,0
2020-01-11,IM,0
2020-01-21,IM,0
2020-01-29,IM,0
2020-03-02,IM,0
2020-02-08,IQ,0
2020-01-28,IS,0
2020-01-09,IT,0
2020-02-12,IT,0
2020-02-20,IT,0
2020-02-12,JO,0
2020-01-02,KE,0
2020-02-26,KE,0
2020-02-07,KG,0
2020-06-18,KH,0
2020-07-30,KH,0
2020-08-02,KH,0
2020-12-14,KH,0
2021-02-25,KH,0
2020-08-31,KI,0
2021-04-09,KI,0
2021-06-15,KI,0
2021-08-29,KI,0
2022-01-17,KI,0
2020-01-18,KM,0
2020-02-10,KN,0
2021-03-11,KN,0
2021-03-25,KN,0
2021-04-04,KN,0
2021-06-13,KN,0
2020-01-31,KP,0
2020-07-19,KP,0
2020-10-24,KP,0
2020-11-20,KP,0
2020-12-05,KP,0
2021-03-01,KP,0
2021-03-08,KP,0
2021-03-19,KP,0
2021-04-15,KP,0
2021-08-23,KP,0
2022-01-01,KP,0
2022-01-21,KP,0
2022-02-12,KP,0
2020-02-10,KW,0
2020-03-20,KW,0
2020-03-31,KW,0
2020-04-01,KW,0
2020-03-04,KZ,0
2020-01-04,LA,0
2020-03-04,LA,0
2020-08-20,LA,0
2021-02-18,LA,0
2020-02-21,LB,0
2020-09-20,LC,0
2020-11-01,LC,0
2020-05-17,LS,0
2020-01-18,LU,0
2020-02-06,LU,0
2020-01-28,MA,0
2020-01-24,MD,0
2020-02-20,MD,0
2020-03-08,MG,0
2020-02-24,MH,0
2020-03-26,MH,0
2020-04-02,MH,0
2020-07-12,MH,0
2020-07-25,MH,0
2020-07-30,MH,0
2020-08-16,MH,0
2020-08-31,MH,0
2020-10-02,MH,0
2021-05-26,MH,0
2021-08-22,MH,0
2020-01-02,MK,0
2021-04-08,MO,0
2020-01-02,MP,0
2020-03-06,MQ,0
2020-02-21,MU,0
2020-01-18,MY,0
2020-02-17,MZ,0
2020-02-04,NA,0
2020-06-07,NA,0
2021-05-22,NC,0
2021-08-21,NC,0
2021-09-03,NC,0
2020-01-20,NE,0
2020-02-26,NG,0
2020-03-04,NG,0
2020-02-08,NI,0
2020-03-11,NI,0
2020-02-09,NP,0
2020-01-30,NR,0
2020-06-21,NR,0
2021-02-04,NR,0
2021-02-18,NR,0
2021-07-28,NR,0
2021-11-05,NR,0
2021-12-28,NR,0
2020-02-01,NU,0
2020-04-27,NU,0
2020-08-25,NU,0
2020-09-21,NU,0
2020-10-05,NU,0
2022-03-28,NU,0
2020-01-10,OM,0
2020-02-13,PA,0
2020-03-01,PA,0
2020-04-09,PF,0
2020-06-01,PF,0
2020-06-13,PF,0
2020-02-01,PG,0
2020-05-18,PG,0
2020-06-03,PG,0
2020-10-17,PN,0
2021-01-17,PN,0
2021-05-05,PN,0
2022-02-02,PN,0
2020-02-01,PR,0
2020-02-10,PR,0
2020-01-17,PS,0
2020-02-11,PS,0
2020-01-22,PW,0
2020-06-05,PW,0
2020-09-17,PW,0
2020-10-19,PW,0
2021-08-09,PW,0
2021-12-11,PW,0
2020-04-10,RE,0
2020-01-02,RO,0
2020-02-15,RO,0
2020-01-15,RS,0
2020-03-05,RS,0
2020-02-09,RW,0
2020-01-14,SA,0
2020-03-10,SB,0
2020-07-19,SB,0
2020-12-16,SB,0
2021-01-24,SB,0
2021-04-14,SB,0
2021-04-20,SB,0
2021-05-04,SB,0
2021-11-06,SB,0
2022-01-17,SB,0
2020-05-31,SC,0
2020-06-12,SC,0
2020-06-21,SC,0
2020-08-14,SC,0
2020-01-03,SE,0
2020-04-25,SH,0
2020-06-20,SH,0
2020-07-27,SH,0
2020-08-01,SH,0
2020-08-14,SH,0
2021-03-25,SH,0
2021-03-30,SH,0
2021-08-11,SH,0
2021-08-24,SH,0
2022-01-27,SH,0
2022-03-26,SH,0
2022-03-27,SH,0
2020-03-05,SO,0
2020-02-12,SS,0
2020-02-14,SS,0
2020-01-07,ST,0
2020-02-03,ST,0
2020-04-07,ST,0
2020-01-15,SV,0
2020-01-04,SX,0
2020-01-10,SX,0
2020-02-23,TD,0
2020-03-08,TJ,0
2020-08-16,TK,0
2021-07-07,TK,0
2022-01-25,TK,0
2020-01-06,TL,0
2020-01-18,TL,0
2020-09-03,TL,0
2020-09-22,TL,0
2020-10-27,TL,0
2021-01-26,TL,0
2020-11-30,TM,0
2021-06-12,TM,0
2021-08-14,TM,0
2021-08-22,TM,0
2021-09-26,TM,0
2021-10-13,TM,0
2020-02-02,TN,0
2020-02-26,TO,0
2020-07-31,TO,0
2020-10-02,TO,0
2020-11-17,TO,0
2021-04-09,TO,0
2021-11-05,TO,0
2020-03-05,TV,0
2020-04-20,TV,0
2020-06-14,TV,0
2020-08-12,TV,0
2021-03-03,TV,0
2021-03-15,TV,0
2021-12-14,TV,0
2021-12-25,TV,0
2022-01-24,TV,0
2020-02-29,TZ,0
2020-03-09,UA,0
2020-02-15,US,0
2020-01-29,VA,0
2020-02-13,VA,0
2020-05-31,VA,0
2020-09-06,VA,0
2021-09-15,VA,0
2022-01-15,VA,0
2022-02-26,VA,0
2020-01-28,VC,0
2020-02-07,VC,0
2020-03-08,VC,0
2020-03-30,VC,0
2020-08-27,VC,0
2020-10-19,VC,0
2020-12-06,VC,0
2020-02-11,VE,0
2020-01-06,VI,0
2020-01-17,VI,0
2020-04-27,VN,0
2021-01-12,VU,0
2021-05-29,VU,0
2021-07-30,VU,0
2021-08-20,VU,0
2021-09-12,VU,0
2021-10-07,VU,0
2021-12-09,VU,0
2022-01-08,VU,0
2020-03-20,WF,0
2020-07-18,WF,0
2020-08-19,WF,0
2020-09-18,WF,0
2020-09-20,WS,0
2020-12-12,WS,0
2021-01-12,WS,0
2022-03-04,WS,0
2020-01-11,XK,0
2020-03-06,XK,0
2020-01-03,YE,0
2020-03-21,YT,0
2020-01-15,ZM,0
